72:72:0.0:b'password#STA:TxTest;TM:1556949025;DISK:7194608.43;PPT:59.6;SQ:16.NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557345674;DISK:7145268.44;PPT:48.9;SQ:29.;NET:3#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557345709;DISK:7145260.44;PPT:48.3;NET:4#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345729;DISK:7145252.44;PPT:48.3;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345758;DISK:7145248.44;PPT:48.3;NET:20#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345778;DISK:7145244.44;PPT:47.8;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345807;DISK:7145236.44;PPT:48.9;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557345856;DISK:7145228.44;PPT:48.3;SQ:29.;NET:21#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345877;DISK:7145216.44;PPT:48.3;NET:31#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345906;DISK:7145212.44;PPT:48.3;NET:41#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345956;DISK:7145196.44;PPT:48.3;NET:22#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557345976;DISK:7145192.44;PPT:48.3;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346005;DISK:7145184.44;PPT:48.3;NET:42#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346026;DISK:7145180.44;PPT:48.3;NET:13#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346055;DISK:7145172.44;PPT:48.3;NET:23#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346075;DISK:7145164.44;PPT:47.2;NET:33#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346104;DISK:7145156.44;PPT:48.3;NET:43#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346125;DISK:7145152.44;PPT:47.8;NET:14#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346153;DISK:7145140.44;PPT:48.3;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557346203;DISK:7145124.44;PPT:48.3;SQ:30.;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346225;DISK:7145108.44;PPT:48.3;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557346253;DISK:7145104.44;PPT:48.9;SQ:30.;NET:25#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346280;DISK:7145100.44;PPT:47.8;NET:35#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346309;DISK:7145092.44;PPT:48.3;NET:45#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346330;DISK:7145088.44;PPT:48.3;NET:16#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346358;DISK:7145084.44;PPT:48.3;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557346379;DISK:7145072.44;PPT:48.3;SQ:30.;NET:36#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346415;DISK:7145068.44;PPT:48.3;NET:46#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346436;DISK:7145060.44;PPT:48.3;NET:17#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346464;DISK:7145052.44;PPT:48.3;NET:27#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346484;DISK:7145048.44;PPT:48.3;NET:37#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557346513;DISK:7145040.44;PPT:48.9;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557346555;DISK:7145020.44;PPT:52.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557769104;DISK:7145020.44;PPT:53.2;SQ:30.;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557769131;DISK:7145008.44;PPT:49.4;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557769150;DISK:7145004.44;PPT:49.4;NET:3#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557769178;DISK:7144992.44;PPT:49.4;NET:4#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769198;DISK:7144984.44;PPT:48.9;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769227;DISK:7144980.44;PPT:48.9;NET:20#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769247;DISK:7144972.44;PPT:48.3;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769276;DISK:7144968.44;PPT:49.4;NET:40#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769297;DISK:7144964.44;PPT:48.9;NET:11#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769325;DISK:7144952.44;PPT:48.9;NET:21#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769353;DISK:7144948.44;PPT:48.3;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557769404;DISK:7144932.44;PPT:48.9;SQ:30.;NET:12#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769432;DISK:7144928.44;PPT:48.3;NET:22#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769460;DISK:7144924.44;PPT:49.4;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769489;DISK:7144916.44;PPT:48.9;NET:42#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769510;DISK:7144912.44;PPT:48.9;NET:13#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769538;DISK:7144900.44;PPT:49.4;NET:23#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769559;DISK:7144896.44;PPT:48.9;NET:33#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769588;DISK:7144892.44;PPT:48.9;NET:43#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769609;DISK:7144884.44;PPT:48.3;NET:14#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769638;DISK:7144876.44;PPT:48.3;NET:24#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769658;DISK:7144872.44;PPT:48.3;NET:34#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769687;DISK:7144860.44;PPT:48.9;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769708;DISK:7144848.44;PPT:49.4;NET:15#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769737;DISK:7144844.44;PPT:48.9;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557769809;DISK:7144824.44;PPT:48.9;SQ:30.;NET:16#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769837;DISK:7144816.44;PPT:48.9;NET:26#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769857;DISK:7144812.44;PPT:49.4;NET:36#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769886;DISK:7144804.44;PPT:49.4;NET:46#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769907;DISK:7144796.44;PPT:48.3;NET:17#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769936;DISK:7144792.44;PPT:49.4;NET:27#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769956;DISK:7144788.44;PPT:48.9;NET:37#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557769985;DISK:7144780.44;PPT:49.4;NET:47#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557770036;DISK:7144776.44;PPT:53.7;SQ:30.;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557770063;DISK:7144756.44;PPT:49.9;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557770082;DISK:7144752.44;PPT:49.4;NET:3#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557770110;DISK:7144748.44;PPT:49.4;NET:4#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770131;DISK:7144744.44;PPT:48.9;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770159;DISK:7144732.44;PPT:49.4;NET:20#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770179;DISK:7144728.44;PPT:49.4;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770208;DISK:7144724.44;PPT:49.4;NET:40#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770230;DISK:7144716.44;PPT:49.4;NET:11#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770259;DISK:7144712.44;PPT:49.4;NET:21#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770279;DISK:7144708.44;PPT:49.4;NET:31#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770308;DISK:7144692.44;PPT:49.4;NET:41#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770329;DISK:7144688.44;PPT:48.3;NET:12#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770357;DISK:7144684.44;PPT:49.4;NET:22#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770377;DISK:7144676.44;PPT:48.3;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770406;DISK:7144672.44;PPT:48.9;NET:42#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557770412;SQ:31.;NET:13#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770457;DISK:7144656.44;PPT:48.3;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557770478;DISK:7144644.44;PPT:49.4;SQ:31.;NET:33#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770508;NET:43#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770530;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557770560;DISK:7144624.44;PPT:48.9;SQ:31.;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770581;NET:30#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770612;NET:40#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557770636;SQ:30.;NET:15#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770666;DISK:7144588.44;PPT:49.4;NET:25#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770687;DISK:7144576.44;PPT:48.9;NET:35#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770717;DISK:7144572.44;PPT:49.4;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557770740;DISK:7144568.44;PPT:49.4;SQ:29.;NET:22#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770761;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770791;DISK:7144552.44;PPT:48.3;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557770815;DISK:7144540.44;PPT:49.4;SQ:30.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557770815;DISK:7144540.44;PPT:49.4;SQ:30.;NET:46#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557770837;SQ:30.;NET:33#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557770837;SQ:30.;NET:17#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557770886;NET:43#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770937;DISK:7144500.44;PPT:48.9;NET:14#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557770966;DISK:7144492.44;PPT:48.9;NET:24#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771010;DISK:7144172.44;PPT:55.8;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771013;DISK:7144476.44;PPT:54.8;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557771035;DISK:7144472.44;PPT:54.8;SQ:29.;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771063;DISK:7144456.44;PPT:50.5;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771083;DISK:7144452.44;PPT:49.4;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771102;DISK:7144444.44;PPT:49.4;NET:3#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557771102;DISK:7144444.44;PPT:49.4;NET:3#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557771131;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771180;DISK:7144424.44;PPT:49.4;SQ:30.;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771209;DISK:7144416.44;PPT:49.4;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771209;DISK:7144416.44;PPT:49.4;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771237;NET:20#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771278;DISK:7144400.44;PPT:49.4;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771307;DISK:7144388.44;PPT:49.4;NET:40#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771329;DISK:7144384.44;PPT:49.9;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771379;DISK:7144364.44;PPT:49.4;SQ:30.;NET:31#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771419;NET:41#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771441;NET:12#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771470;NET:22#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771491;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771522;DISK:7144316.44;PPT:49.9;NET:42#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771544;DISK:7144308.44;PPT:49.4;NET:13#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771572;DISK:7144304.44;PPT:49.4;NET:23#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771572;DISK:7144304.44;PPT:49.4;NET:23#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771593;NET:33#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771643;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771666;DISK:7144280.44;PPT:49.4;SQ:30.;NET:14#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771695;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771719;DISK:7144264.44;PPT:49.9;SQ:30.;NET:34#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771749;DISK:7144256.44;PPT:49.9;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771771;DISK:7144252.44;PPT:49.4;NET:44#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557771792;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771821;DISK:7144228.44;PPT:49.9;SQ:30.;NET:35#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771852;DISK:7144224.44;PPT:49.4;NET:45#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771874;DISK:7144216.44;PPT:49.4;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557771903;DISK:7144212.44;PPT:50.5;SQ:30.;NET:26#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771924;DISK:7144204.44;PPT:49.9;NET:36#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557771957;DISK:7144196.44;PPT:51.;SQ:29.;NET:17#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557771986;DISK:7144188.44;PPT:49.9;NET:27#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772009;DISK:7144180.44;PPT:49.4;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557772040;DISK:7144176.44;PPT:49.9;SQ:30.;NET:47#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557772102;DISK:7144164.44;PPT:56.9;SQ:31.;NET:1#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557772106;NET:1#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557772106;NET:2#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557772158;NET:2#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557772158;NET:3#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557772197;NET:3#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557772254;SQ:31.;NET:4#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557772254;SQ:31.;NET:10#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772310;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772367;NET:20#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557772406;DISK:7144072.44;PPT:51.;NET:30#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772436;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557772459;DISK:7144060.44;PPT:51.;SQ:31.;NET:21#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772480;NET:31#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772511;DISK:7144040.44;PPT:50.5;NET:41#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772534;DISK:7144036.44;PPT:50.5;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557772564;DISK:7144020.44;PPT:50.5;SQ:31.;NET:22#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772585;NET:32#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772615;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557772639;DISK:7144000.44;PPT:50.5;SQ:31.;NET:13#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772668;NET:23#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557772690;NET:33#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772720;DISK:7143980.44;PPT:49.4;NET:43#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772742;DISK:7143968.44;PPT:49.9;NET:23#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772762;DISK:7143964.44;PPT:50.5;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557772792;DISK:7143960.44;PPT:50.5;SQ:30.;NET:34#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772822;DISK:7143952.44;PPT:50.5;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772845;DISK:7143944.44;PPT:49.9;NET:14#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557772873;SQ:30.;NET:24#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772925;DISK:7143924.44;PPT:49.9;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772947;DISK:7143916.44;PPT:50.5;NET:15#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772977;DISK:7143908.44;PPT:50.5;NET:25#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557772977;DISK:7143908.44;PPT:50.5;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773077;DISK:7143876.44;PPT:52.6;SQ:30.;NET:46#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557773077;SQ:30.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773127;DISK:7143868.44;PPT:51.5;SQ:30.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773127;DISK:7143868.44;PPT:51.5;SQ:30.;NET:16#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773148;NET:37#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773206;NET:47#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557773261;DISK:7143828.44;PPT:58.;SQ:30.;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557773288;DISK:7143816.44;PPT:52.6;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557773308;DISK:7143808.44;PPT:51.5;NET:3#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557773337;NET:4#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773359;DISK:7143796.44;PPT:51.5;NET:10#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557773359;DISK:7143796.44;PPT:51.5;NET:4#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773388;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773388;NET:10#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773428;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773486;DISK:7143760.44;PPT:50.5;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773508;DISK:7143756.44;PPT:50.5;SQ:30.;NET:40#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557773532;SQ:30.;NET:21#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557773532;SQ:30.;NET:21#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557773554;SQ:30.;NET:31#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773604;NET:41#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773626;NET:12#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773656;DISK:7143700.44;PPT:50.5;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773678;DISK:7143696.44;PPT:50.5;SQ:30.;NET:32#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773714;NET:42#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773736;DISK:7143684.44;PPT:50.5;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773760;DISK:7143676.44;PPT:50.5;SQ:30.;NET:23#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773781;NET:33#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773811;DISK:7143660.44;PPT:50.5;NET:43#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773833;DISK:7143652.44;PPT:50.5;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557773862;DISK:7143644.44;PPT:50.5;SQ:30.;NET:24#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773884;NET:34#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773914;NET:44#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557773936;DISK:7143624.44;PPT:50.5;NET:15#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773965;NET:25#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557773986;NET:35#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557774012;SQ:30.;NET:45#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557774040;SQ:30.;NET:2#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557774040;SQ:30.;NET:35#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557774062;NET:3#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774062;NET:26#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774140;DISK:7143564.44;PPT:50.5;NET:45#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774162;NET:16#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774162;NET:46#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557774212;SQ:30.;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774235;NET:30#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557774265;SQ:30.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557774288;DISK:7143520.44;PPT:51.5;SQ:30.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557774288;DISK:7143520.44;PPT:51.5;SQ:30.;NET:11#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774317;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557774368;DISK:7143496.44;PPT:51.5;SQ:30.;NET:31#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774432;DISK:7143156.44;PPT:61.2;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774440;DISK:7143156.44;PPT:59.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557774460;DISK:7143448.44;PPT:55.8;SQ:30.;NET:1#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557774463;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774516;DISK:7143424.44;PPT:52.1;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774535;DISK:7143420.44;PPT:52.1;NET:2#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774555;DISK:7143416.44;PPT:51.5;NET:3#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557774583;DISK:7143408.44;PPT:51.5;NET:4#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774604;DISK:7143400.44;PPT:52.1;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774633;DISK:7143396.44;PPT:51.5;NET:10#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774661;DISK:7143384.44;PPT:51.5;NET:20#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774661;DISK:7143384.44;PPT:51.5;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774681;NET:30#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774732;DISK:7143364.44;PPT:51.5;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557774754;DISK:7143360.44;PPT:51.;SQ:30.;NET:11#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774791;DISK:7143352.44;PPT:50.5;NET:11#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774791;DISK:7143352.44;PPT:50.5;NET:21#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774819;NET:21#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774860;DISK:7143336.44;PPT:50.5;NET:31#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774889;DISK:7143328.44;PPT:51.5;NET:41#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557774911;NET:12#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774941;DISK:7143312.44;PPT:51.5;NET:22#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774962;DISK:7143308.44;PPT:51.5;NET:32#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557774992;DISK:7143304.44;PPT:51.5;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557775015;DISK:7143292.44;PPT:51.5;SQ:30.;NET:13#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557775044;DISK:7143284.44;PPT:51.;NET:23#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557775065;DISK:7143276.44;PPT:50.5;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557775097;DISK:7143260.44;PPT:52.1;SQ:30.;NET:14#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775127;NET:24#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775148;NET:34#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775178;NET:44#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775230;NET:25#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557775251;DISK:7143212.44;PPT:50.5;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557775283;DISK:7143204.44;PPT:51.5;SQ:30.;NET:16#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775313;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557775334;DISK:7143192.44;PPT:51.5;SQ:30.;NET:16#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775364;NET:26#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557775385;DISK:7143176.44;PPT:51.5;SQ:30.;NET:17#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557775415;NET:27#\n'
67:67:0.0:b'password#STA:TxTest;TM:1557775436;DISK:7143164.44;PPT:50.5;NET:37#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557775506;SQ:30.;NET:1#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557775507;NET:1#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557775562;DISK:7143124.44;PPT:52.6;NET:2#\n'
